cycle number	Ecell/V	Q discharge/mA.h	Energy discharge/W.h	
2.000000000000000E+000	3.4194882E+000	0.000000000000000E+000	-6.061364427678813E-007
2.000000000000000E+000	3.4144838E+000	1.191595460640059E-004	-1.013407173908539E-006
2.000000000000000E+000	3.4094794E+000	4.290842640068796E-004	-2.070089108979828E-006
2.000000000000000E+000	3.4044750E+000	9.174375513195992E-004	-3.732675653949651E-006
2.000000000000000E+000	3.3994706E+000	1.607195555667083E-003	-6.077487688566649E-006
2.000000000000000E+000	3.3943875E+000	2.529152100086213E-003	-9.206965443363102E-006
2.000000000000000E+000	3.3893831E+000	3.715082740883033E-003	-1.322653868851262E-005
2.000000000000000E+000	3.3843787E+000	5.253958482013809E-003	-1.843467692510923E-005
2.000000000000000E+000	3.3793743E+000	7.542236962450875E-003	-2.616762633458648E-005
2.000000000000000E+000	3.3743699E+000	1.182107622206211E-002	-4.060601256670016E-005
2.000000000000000E+000	3.3705082E+000	1.915372032311228E-002	-6.532074959275351E-005
2.000000000000000E+000	3.3679864E+000	2.648633433351914E-002	-9.001689415438689E-005
2.000000000000000E+000	3.3662920E+000	3.381898548646105E-002	-1.147007390679834E-004
2.000000000000000E+000	3.3648734E+000	4.115161492082808E-002	-1.393741088717246E-004
2.000000000000000E+000	3.3637700E+000	4.848426274508238E-002	-1.640394497028168E-004
2.000000000000000E+000	3.3625093E+000	5.581689531107743E-002	-1.886954945375256E-004
2.000000000000000E+000	3.3614452E+000	6.314953345954417E-002	-2.133437557608645E-004
2.000000000000000E+000	3.3606572E+000	7.048216166853905E-002	-2.379862056572039E-004
2.000000000000000E+000	3.3597507E+000	7.781479005144702E-002	-2.626220093491434E-004
2.000000000000000E+000	3.3590021E+000	8.514743462390370E-002	-2.872523779644132E-004
2.000000000000000E+000	3.3582141E+000	9.248008369627926E-002	-3.118769837624707E-004
2.000000000000000E+000	3.3574259E+000	9.981272411084838E-002	-3.364957808118951E-004
2.000000000000000E+000	3.3567166E+000	1.071453619978825E-001	-3.611093683699176E-004
2.000000000000000E+000	3.3560073E+000	1.144780015794436E-001	-3.857177606093942E-004
2.000000000000000E+000	3.3552980E+000	1.218106564094954E-001	-4.103210030055093E-004
2.000000000000000E+000	3.3545887E+000	1.291433242512412E-001	-4.349190880330983E-004
2.000000000000000E+000	3.3539977E+000	1.364759922829933E-001	-4.595128398004778E-004
2.000000000000000E+000	3.3534462E+000	1.438086327428950E-001	-4.841024554180891E-004
2.000000000000000E+000	3.3528550E+000	1.511412743146883E-001	-5.086877391341671E-004
2.000000000000000E+000	3.3521063E+000	1.584739343549146E-001	-5.332675952911246E-004
2.000000000000000E+000	3.3514760E+000	1.658065837979979E-001	-5.578427935791389E-004
2.000000000000000E+000	3.3508849E+000	1.731392558687594E-001	-5.824137338032827E-004
2.000000000000000E+000	3.3503332E+000	1.804718969155352E-001	-6.069805246472137E-004
2.000000000000000E+000	3.3497422E+000	1.878045407121712E-001	-6.315429908208141E-004
2.000000000000000E+000	3.3491905E+000	1.951371924656630E-001	-6.561014382195164E-004
2.000000000000000E+000	3.3485205E+000	2.024698552069399E-001	-6.806550098554847E-004
2.000000000000000E+000	3.3479688E+000	2.098025155963501E-001	-7.052045281831005E-004
2.000000000000000E+000	3.3473384E+000	2.171351916379730E-001	-7.297494765508765E-004
2.000000000000000E+000	3.3467081E+000	2.244678539331423E-001	-7.542897565503248E-004
2.000000000000000E+000	3.3461564E+000	2.318005120682717E-001	-7.788259771954995E-004
2.000000000000000E+000	3.3455653E+000	2.391331655092041E-001	-8.033578482441783E-004
2.000000000000000E+000	3.3450530E+000	2.464658216099276E-001	-8.278859712204889E-004
2.000000000000000E+000	3.3443830E+000	2.537984827030368E-001	-8.524091983347789E-004
2.000000000000000E+000	3.3436737E+000	2.611311449218128E-001	-8.769272281910808E-004
2.000000000000000E+000	3.3432798E+000	2.684637882995937E-001	-9.014423069593810E-004
2.000000000000000E+000	3.3426888E+000	2.757964201080137E-001	-9.259530131718769E-004
2.000000000000000E+000	3.3422158E+000	2.831290479994483E-001	-9.504602377934189E-004
2.000000000000000E+000	3.3413885E+000	2.904616831059257E-001	-9.749614201487335E-004
2.000000000000000E+000	3.3409944E+000	2.977943239123954E-001	-9.994597317128492E-004
2.000000000000000E+000	3.3404033E+000	3.051269636471404E-001	-1.023953705815461E-003
2.000000000000000E+000	3.3397727E+000	3.124596041681370E-001	-1.048443058455663E-003
2.000000000000000E+000	3.3391817E+000	3.197922535899613E-001	-1.072928106936004E-003
2.000000000000000E+000	3.3385513E+000	3.271248947676685E-001	-1.097408505546757E-003
2.000000000000000E+000	3.3380783E+000	3.344575463885732E-001	-1.121885470513745E-003
2.000000000000000E+000	3.3374872E+000	3.417902087479168E-001	-1.146358137432232E-003
2.000000000000000E+000	3.3367779E+000	3.491228529926804E-001	-1.170825542883641E-003
2.000000000000000E+000	3.3362658E+000	3.564554958682591E-001	-1.195289188550524E-003
2.000000000000000E+000	3.3357534E+000	3.637881398261256E-001	-1.219749080863556E-003
2.000000000000000E+000	3.3352017E+000	3.711208110749722E-001	-1.244205018773500E-003
2.000000000000000E+000	3.3344531E+000	3.784534805273348E-001	-1.268655461203663E-003
2.000000000000000E+000	3.3339014E+000	3.857861436958777E-001	-1.293101837246112E-003
2.000000000000000E+000	3.3333104E+000	3.931188023007248E-001	-1.317543864181619E-003
2.000000000000000E+000	3.3326011E+000	4.004514685918226E-001	-1.341980715712247E-003
2.000000000000000E+000	3.3320889E+000	4.077841227306260E-001	-1.366413771522499E-003
2.000000000000000E+000	3.3315766E+000	4.151167701282436E-001	-1.390843047904107E-003
2.000000000000000E+000	3.3307886E+000	4.224494108599094E-001	-1.415266524151708E-003
2.000000000000000E+000	3.3303945E+000	4.297820541089774E-001	-1.439687118946195E-003
2.000000000000000E+000	3.3296852E+000	4.371147009027667E-001	-1.464102524534294E-003
2.000000000000000E+000	3.3290153E+000	4.444473563886352E-001	-1.488513046506221E-003
2.000000000000000E+000	3.3284638E+000	4.517800045186613E-001	-1.512919500312362E-003
2.000000000000000E+000	3.3277938E+000	4.591126445059976E-001	-1.537321014468180E-003
2.000000000000000E+000	3.3271239E+000	4.664452799719573E-001	-1.561717601033143E-003
2.000000000000000E+000	3.3264935E+000	4.737779191253583E-001	-1.586109577526972E-003
2.000000000000000E+000	3.3257842E+000	4.811105606551966E-001	-1.610496360918031E-003
2.000000000000000E+000	3.3252325E+000	4.884432087845604E-001	-1.634879120831373E-003
2.000000000000000E+000	3.3245625E+000	4.957758650375407E-001	-1.659256995199055E-003
2.000000000000000E+000	3.3239322E+000	5.031085072559781E-001	-1.683630200566384E-003
2.000000000000000E+000	3.3233805E+000	5.104411296948791E-001	-1.707999294775734E-003
2.000000000000000E+000	3.3225925E+000	5.177737639761634E-001	-1.732362650421035E-003
2.000000000000000E+000	3.3220012E+000	5.251063929951192E-001	-1.756721652958983E-003
2.000000000000000E+000	3.3214102E+000	5.324389999763172E-001	-1.781076248425954E-003
2.000000000000000E+000	3.3207009E+000	5.397716213314070E-001	-1.805425690640851E-003
2.000000000000000E+000	3.3199916E+000	5.471042398753432E-001	-1.829769922529077E-003
2.000000000000000E+000	3.3193612E+000	5.544368476159044E-001	-1.854109496230283E-003
2.000000000000000E+000	3.3186913E+000	5.617694644188220E-001	-1.878444187480582E-003
2.000000000000000E+000	3.3181791E+000	5.691020835294328E-001	-1.902775131185713E-003
2.000000000000000E+000	3.3174305E+000	5.764346957669657E-001	-1.927100562639430E-003
2.000000000000000E+000	3.3167212E+000	5.837673083977568E-001	-1.951420794410278E-003
2.000000000000000E+000	3.3161302E+000	5.910999268529814E-001	-1.975736711630846E-003
2.000000000000000E+000	3.3154209E+000	5.984325425731475E-001	-2.000047418791936E-003
2.000000000000000E+000	3.3149085E+000	6.057651612031792E-001	-2.024354378648782E-003
2.000000000000000E+000	3.3140416E+000	6.130977642678885E-001	-2.048654930348077E-003
2.000000000000000E+000	3.3133323E+000	6.204303811578952E-001	-2.072950326874485E-003
2.000000000000000E+000	3.3126624E+000	6.277629719203381E-001	-2.097240724316895E-003
2.000000000000000E+000	3.3121109E+000	6.350955744493341E-001	-2.121527117084995E-003
2.000000000000000E+000	3.3113227E+000	6.424281867083578E-001	-2.145807762428354E-003
2.000000000000000E+000	3.3106134E+000	6.497608086334337E-001	-2.170083238785061E-003
2.000000000000000E+000	3.3098648E+000	6.570934263886679E-001	-2.194353211887593E-003
2.000000000000000E+000	3.3091555E+000	6.644260502844388E-001	-2.218618004319004E-003
2.000000000000000E+000	3.3084462E+000	6.717586534357072E-001	-2.242877527122879E-003
2.000000000000000E+000	3.3076582E+000	6.790912712770371E-001	-2.267131320620191E-003
2.000000000000000E+000	3.3068306E+000	6.864238986538518E-001	-2.291379077535330E-003
2.000000000000000E+000	3.3062396E+000	6.937565376015175E-001	-2.315622538832900E-003
2.000000000000000E+000	3.3053331E+000	7.010891722482444E-001	-2.339859339115997E-003
2.000000000000000E+000	3.3046634E+000	7.084218160326283E-001	-2.364091258800114E-003
2.000000000000000E+000	3.3038359E+000	7.157544579003586E-001	-2.388317104016046E-003
2.000000000000000E+000	3.3030872E+000	7.230870903673768E-001	-2.412537428713113E-003
2.000000000000000E+000	3.3022990E+000	7.304197237204181E-001	-2.436751976668492E-003
2.000000000000000E+000	3.3015110E+000	7.377523391876949E-001	-2.460960687653759E-003
2.000000000000000E+000	3.3006835E+000	7.450849614864257E-001	-2.485163353075052E-003
2.000000000000000E+000	3.3000135E+000	7.524175831170214E-001	-2.509361103755665E-003
2.000000000000000E+000	3.2991073E+000	7.597502141388257E-001	-2.533552240384375E-003
2.000000000000000E+000	3.2983587E+000	7.670828308538264E-001	-2.557737840364742E-003
