cycle number	Ecell/V	Q charge/mA.h	Energy charge/W.h	
2.000000000000000E+000	3.0755572E+000	4.888724949624803E-007	1.503555337360357E-009
2.000000000000000E+000	3.0815072E+000	2.933366331789229E-006	9.036280710474453E-009
2.000000000000000E+000	3.0865905E+000	7.333404885398017E-006	2.261739803502608E-008
2.000000000000000E+000	3.0916345E+000	1.466675500075022E-005	4.528943633984411E-008
2.000000000000000E+000	3.0966783E+000	2.542209221257104E-005	7.859525523026921E-008
2.000000000000000E+000	3.1017222E+000	4.008919755617777E-005	1.240885420775279E-007
2.000000000000000E+000	3.1068449E+000	5.866731567515267E-005	1.818078736449355E-007
2.000000000000000E+000	3.1118886E+000	8.115665458970599E-005	2.517921920934565E-007
2.000000000000000E+000	3.1170902E+000	1.080461635523372E-004	3.356092176418325E-007
2.000000000000000E+000	3.1221733E+000	1.403139923016230E-004	4.363549713127604E-007
2.000000000000000E+000	3.1271780E+000	1.740491062071588E-004	5.418506757843880E-007
2.000000000000000E+000	3.1322217E+000	2.131614235043525E-004	6.643591247114829E-007
2.000000000000000E+000	3.1372261E+000	2.542294059197107E-004	7.931986712137972E-007
2.000000000000000E+000	3.1422701E+000	3.011641430192523E-004	9.406802916990204E-007
2.000000000000000E+000	3.1472745E+000	3.505447201265229E-004	1.096094522536185E-006
2.000000000000000E+000	3.1523578E+000	4.009025718106163E-004	1.254840489924563E-006
2.000000000000000E+000	3.1573622E+000	4.537043699291017E-004	1.421554892592996E-006
2.000000000000000E+000	3.1623666E+000	5.089509026871787E-004	1.596264684135584E-006
2.000000000000000E+000	3.1673710E+000	5.656638668311967E-004	1.775895684052913E-006
2.000000000000000E+000	3.1724150E+000	6.267770665221744E-004	1.969772116555595E-006
2.000000000000000E+000	3.1774588E+000	6.888675733738476E-004	2.167062141658165E-006
2.000000000000000E+000	3.1824632E+000	7.524254199862481E-004	2.369332647609303E-006
2.000000000000000E+000	3.1875072E+000	8.184268083837298E-004	2.579712545204993E-006
